Tag Name,Address,Data Type,Respect Data Type,Client Access,Scan Rate,Scaling,Raw Low,Raw High,Scaled Low,Scaled High,Scaled Data Type,Clamp Low,Clamp High,Eng Units,Description,Negate Value
Tank.LWBTS-10.CDBLVH,DB3.REAL2660,Float,1,R/W,1000,,,,,,,,,,,
Tank.LWBTS-10.CDBLVL,DB3.REAL2664,Float,1,R/W,1000,,,,,,,,,,,
Tank.LWBTS-10.DB,DB3.REAL2668,Float,1,R/W,1000,,,,,,,,,,,
Tank.LWBTS-10.Dens,DB3.REAL2672,Float,1,R/W,1000,,,,,,,,,,,
Tank.LWBTS-10.LI,DB3.REAL2632,Float,1,R/W,1000,,,,,,,,,,,
Tank.LWBTS-10.Mode,DB3.WORD2646,Word,1,R/W,1000,,,,,,,,,,,
Tank.LWBTS-10.OWSelect,DB3.X2644.0,Boolean,1,R/W,1000,,,,,,,,,,,
Tank.LWBTS-10.PV,DB3.REAL2652,Float,1,R/W,1000,,,,,,,,,,,
Tank.LWBTS-10.Ready,DB3.X2644.1,Boolean,1,R/W,1000,,,,,,,,,,,
Tank.LWBTS-10.SP,DB3.REAL2648,Float,1,R/W,1000,,,,,,,,,,,
Tank.LWBTS-10.SP_Ctrl,DB3.REAL2684,Float,1,R/W,1000,,,,,,,,,,,
Tank.LWBTS-10.SPLVH,DB3.REAL2676,Float,1,R/W,1000,,,,,,,,,,,
Tank.LWBTS-10.SPLVL,DB3.REAL2680,Float,1,R/W,1000,,,,,,,,,,,
Tank.LWBTS-10.VI,DB3.REAL2636,Float,1,R/W,1000,,,,,,,,,,,
Tank.LWBTS-10.Volume,DB3.REAL2656,Float,1,R/W,1000,,,,,,,,,,,
Tank.LWBTS-10.WI,DB3.REAL2640,Float,1,R/W,1000,,,,,,,,,,,
Tank.LWBTS-11.CDBLVH,DB3.REAL3036,Float,1,R/W,1000,,,,,,,,,,,
Tank.LWBTS-11.CDBLVL,DB3.REAL3040,Float,1,R/W,1000,,,,,,,,,,,
Tank.LWBTS-11.DB,DB3.REAL3044,Float,1,R/W,1000,,,,,,,,,,,
Tank.LWBTS-11.Dens,DB3.REAL3048,Float,1,R/W,1000,,,,,,,,,,,
Tank.LWBTS-11.LI,DB3.REAL3008,Float,1,R/W,1000,,,,,,,,,,,
Tank.LWBTS-11.Mode,DB3.WORD3022,Word,1,R/W,1000,,,,,,,,,,,
Tank.LWBTS-11.OWSelect,DB3.X3020.0,Boolean,1,R/W,1000,,,,,,,,,,,
Tank.LWBTS-11.PV,DB3.REAL3028,Float,1,R/W,1000,,,,,,,,,,,
Tank.LWBTS-11.Ready,DB3.X3020.1,Boolean,1,R/W,1000,,,,,,,,,,,
Tank.LWBTS-11.SP,DB3.REAL3024,Float,1,R/W,1000,,,,,,,,,,,
Tank.LWBTS-11.SP_Ctrl,DB3.REAL3060,Float,1,R/W,1000,,,,,,,,,,,
Tank.LWBTS-11.SPLVH,DB3.REAL3052,Float,1,R/W,1000,,,,,,,,,,,
Tank.LWBTS-11.SPLVL,DB3.REAL3056,Float,1,R/W,1000,,,,,,,,,,,
Tank.LWBTS-11.VI,DB3.REAL3012,Float,1,R/W,1000,,,,,,,,,,,
Tank.LWBTS-11.Volume,DB3.REAL3032,Float,1,R/W,1000,,,,,,,,,,,
Tank.LWBTS-11.WI,DB3.REAL3016,Float,1,R/W,1000,,,,,,,,,,,
Tank.LWBTS-12.CDBLVH,DB3.REAL3506,Float,1,R/W,1000,,,,,,,,,,,
Tank.LWBTS-12.CDBLVL,DB3.REAL3510,Float,1,R/W,1000,,,,,,,,,,,
Tank.LWBTS-12.DB,DB3.REAL3514,Float,1,R/W,1000,,,,,,,,,,,
Tank.LWBTS-12.Dens,DB3.REAL3518,Float,1,R/W,1000,,,,,,,,,,,
Tank.LWBTS-12.LI,DB3.REAL3478,Float,1,R/W,1000,,,,,,,,,,,
Tank.LWBTS-12.Mode,DB3.WORD3492,Word,1,R/W,1000,,,,,,,,,,,
Tank.LWBTS-12.OWSelect,DB3.X3490.0,Boolean,1,R/W,1000,,,,,,,,,,,
Tank.LWBTS-12.PV,DB3.REAL3498,Float,1,R/W,1000,,,,,,,,,,,
Tank.LWBTS-12.Ready,DB3.X3490.1,Boolean,1,R/W,1000,,,,,,,,,,,
Tank.LWBTS-12.SP,DB3.REAL3494,Float,1,R/W,1000,,,,,,,,,,,
Tank.LWBTS-12.SP_Ctrl,DB3.REAL3530,Float,1,R/W,1000,,,,,,,,,,,
Tank.LWBTS-12.SPLVH,DB3.REAL3522,Float,1,R/W,1000,,,,,,,,,,,
Tank.LWBTS-12.SPLVL,DB3.REAL3526,Float,1,R/W,1000,,,,,,,,,,,
Tank.LWBTS-12.VI,DB3.REAL3482,Float,1,R/W,1000,,,,,,,,,,,
Tank.LWBTS-12.Volume,DB3.REAL3502,Float,1,R/W,1000,,,,,,,,,,,
Tank.LWBTS-12.WI,DB3.REAL3486,Float,1,R/W,1000,,,,,,,,,,,
Tank.LWBTS-14.CDBLVH,DB3.REAL4070,Float,1,R/W,1000,,,,,,,,,,,
Tank.LWBTS-14.CDBLVL,DB3.REAL4074,Float,1,R/W,1000,,,,,,,,,,,
Tank.LWBTS-14.DB,DB3.REAL4078,Float,1,R/W,1000,,,,,,,,,,,
Tank.LWBTS-14.Dens,DB3.REAL4082,Float,1,R/W,1000,,,,,,,,,,,
Tank.LWBTS-14.LI,DB3.REAL4042,Float,1,R/W,1000,,,,,,,,,,,
Tank.LWBTS-14.Mode,DB3.WORD4056,Word,1,R/W,1000,,,,,,,,,,,
Tank.LWBTS-14.OWSelect,DB3.X4054.0,Boolean,1,R/W,1000,,,,,,,,,,,
Tank.LWBTS-14.PV,DB3.REAL4062,Float,1,R/W,1000,,,,,,,,,,,
Tank.LWBTS-14.Ready,DB3.X4054.1,Boolean,1,R/W,1000,,,,,,,,,,,
Tank.LWBTS-14.SP,DB3.REAL4058,Float,1,R/W,1000,,,,,,,,,,,
Tank.LWBTS-14.SP_Ctrl,DB3.REAL4094,Float,1,R/W,1000,,,,,,,,,,,
Tank.LWBTS-14.SPLVH,DB3.REAL4086,Float,1,R/W,1000,,,,,,,,,,,
Tank.LWBTS-14.SPLVL,DB3.REAL4090,Float,1,R/W,1000,,,,,,,,,,,
Tank.LWBTS-14.VI,DB3.REAL4046,Float,1,R/W,1000,,,,,,,,,,,
Tank.LWBTS-14.Volume,DB3.REAL4066,Float,1,R/W,1000,,,,,,,,,,,
Tank.LWBTS-14.WI,DB3.REAL4050,Float,1,R/W,1000,,,,,,,,,,,
Tank.MWBTC-02.CDBLVH,DB3.REAL216,Float,1,R/W,1000,,,,,,,,,,,
Tank.MWBTC-02.CDBLVL,DB3.REAL220,Float,1,R/W,1000,,,,,,,,,,,
Tank.MWBTC-02.DB,DB3.REAL224,Float,1,R/W,1000,,,,,,,,,,,
Tank.MWBTC-02.Dens,DB3.REAL228,Float,1,R/W,1000,,,,,,,,,,,
Tank.MWBTC-02.LI,DB3.REAL188,Float,1,R/W,1000,,,,,,,,,,,
Tank.MWBTC-02.Mode,DB3.WORD202,Word,1,R/W,1000,,,,,,,,,,,
Tank.MWBTC-02.OWSelect,DB3.X200.0,Boolean,1,R/W,1000,,,,,,,,,,,
Tank.MWBTC-02.PV,DB3.REAL208,Float,1,R/W,1000,,,,,,,,,,,
Tank.MWBTC-02.Ready,DB3.X200.1,Boolean,1,R/W,1000,,,,,,,,,,,
Tank.MWBTC-02.SP,DB3.REAL204,Float,1,R/W,1000,,,,,,,,,,,
Tank.MWBTC-02.SP_Ctrl,DB3.REAL240,Float,1,R/W,1000,,,,,,,,,,,
Tank.MWBTC-02.SPLVH,DB3.REAL232,Float,1,R/W,1000,,,,,,,,,,,
Tank.MWBTC-02.SPLVL,DB3.REAL236,Float,1,R/W,1000,,,,,,,,,,,
Tank.MWBTC-02.VI,DB3.REAL192,Float,1,R/W,1000,,,,,,,,,,,
Tank.MWBTC-02.Volume,DB3.REAL212,Float,1,R/W,1000,,,,,,,,,,,
Tank.MWBTC-02.WI,DB3.REAL196,Float,1,R/W,1000,,,,,,,,,,,
Tank.MWBTC-10.CDBLVH,DB3.REAL4540,Float,1,R/W,1000,,,,,,,,,,,
Tank.MWBTC-10.CDBLVL,DB3.REAL4544,Float,1,R/W,1000,,,,,,,,,,,
Tank.MWBTC-10.DB,DB3.REAL4548,Float,1,R/W,1000,,,,,,,,,,,
Tank.MWBTC-10.Dens,DB3.REAL4552,Float,1,R/W,1000,,,,,,,,,,,
Tank.MWBTC-10.LI,DB3.REAL4512,Float,1,R/W,1000,,,,,,,,,,,
Tank.MWBTC-10.Mode,DB3.WORD4526,Word,1,R/W,1000,,,,,,,,,,,
Tank.MWBTC-10.OWSelect,DB3.X4524.0,Boolean,1,R/W,1000,,,,,,,,,,,
Tank.MWBTC-10.PV,DB3.REAL4532,Float,1,R/W,1000,,,,,,,,,,,
Tank.MWBTC-10.Ready,DB3.X4524.1,Boolean,1,R/W,1000,,,,,,,,,,,
Tank.MWBTC-10.SP,DB3.REAL4528,Float,1,R/W,1000,,,,,,,,,,,
Tank.MWBTC-10.SP_Ctrl,DB3.REAL4564,Float,1,R/W,1000,,,,,,,,,,,
Tank.MWBTC-10.SPLVH,DB3.REAL4556,Float,1,R/W,1000,,,,,,,,,,,
Tank.MWBTC-10.SPLVL,DB3.REAL4560,Float,1,R/W,1000,,,,,,,,,,,
Tank.MWBTC-10.VI,DB3.REAL4516,Float,1,R/W,1000,,,,,,,,,,,
Tank.MWBTC-10.Volume,DB3.REAL4536,Float,1,R/W,1000,,,,,,,,,,,
Tank.MWBTC-10.WI,DB3.REAL4520,Float,1,R/W,1000,,,,,,,,,,,
Tank.MWBTC-12.CDBLVH,DB3.REAL3318,Float,1,R/W,1000,,,,,,,,,,,
Tank.MWBTC-12.CDBLVL,DB3.REAL3322,Float,1,R/W,1000,,,,,,,,,,,
Tank.MWBTC-12.DB,DB3.REAL3326,Float,1,R/W,1000,,,,,,,,,,,
Tank.MWBTC-12.Dens,DB3.REAL3330,Float,1,R/W,1000,,,,,,,,,,,
Tank.MWBTC-12.LI,DB3.REAL3290,Float,1,R/W,1000,,,,,,,,,,,
Tank.MWBTC-12.Mode,DB3.WORD3304,Word,1,R/W,1000,,,,,,,,,,,
Tank.MWBTC-12.OWSelect,DB3.X3302.0,Boolean,1,R/W,1000,,,,,,,,,,,
Tank.MWBTC-12.PV,DB3.REAL3310,Float,1,R/W,1000,,,,,,,,,,,
Tank.MWBTC-12.Ready,DB3.X3302.1,Boolean,1,R/W,1000,,,,,,,,,,,
Tank.MWBTC-12.SP,DB3.REAL3306,Float,1,R/W,1000,,,,,,,,,,,
Tank.MWBTC-12.SP_Ctrl,DB3.REAL3342,Float,1,R/W,1000,,,,,,,,,,,
Tank.MWBTC-12.SPLVH,DB3.REAL3334,Float,1,R/W,1000,,,,,,,,,,,
Tank.MWBTC-12.SPLVL,DB3.REAL3338,Float,1,R/W,1000,,,,,,,,,,,
Tank.MWBTC-12.VI,DB3.REAL3294,Float,1,R/W,1000,,,,,,,,,,,
Tank.MWBTC-12.Volume,DB3.REAL3314,Float,1,R/W,1000,,,,,,,,,,,
Tank.MWBTC-12.WI,DB3.REAL3298,Float,1,R/W,1000,,,,,,,,,,,
Tank.UWBTC-01.CDBLVH,DB3.REAL122,Float,1,R/W,1000,,,,,,,,,,,
Tank.UWBTC-01.CDBLVL,DB3.REAL126,Float,1,R/W,1000,,,,,,,,,,,
Tank.UWBTC-01.DB,DB3.REAL130,Float,1,R/W,1000,,,,,,,,,,,
Tank.UWBTC-01.Dens,DB3.REAL134,Float,1,R/W,1000,,,,,,,,,,,
Tank.UWBTC-01.LI,DB3.REAL94,Float,1,R/W,1000,,,,,,,,,,,
Tank.UWBTC-01.Mode,DB3.WORD108,Word,1,R/W,1000,,,,,,,,,,,
Tank.UWBTC-01.OWSelect,DB3.X106.0,Boolean,1,R/W,1000,,,,,,,,,,,
Tank.UWBTC-01.PV,DB3.REAL114,Float,1,R/W,1000,,,,,,,,,,,
Tank.UWBTC-01.Ready,DB3.X106.1,Boolean,1,R/W,1000,,,,,,,,,,,
Tank.UWBTC-01.SP,DB3.REAL110,Float,1,R/W,1000,,,,,,,,,,,
Tank.UWBTC-01.SP_Ctrl,DB3.REAL146,Float,1,R/W,1000,,,,,,,,,,,
Tank.UWBTC-01.SPLVH,DB3.REAL138,Float,1,R/W,1000,,,,,,,,,,,
Tank.UWBTC-01.SPLVL,DB3.REAL142,Float,1,R/W,1000,,,,,,,,,,,
Tank.UWBTC-01.VI,DB3.REAL98,Float,1,R/W,1000,,,,,,,,,,,
Tank.UWBTC-01.Volume,DB3.REAL118,Float,1,R/W,1000,,,,,,,,,,,
Tank.UWBTC-01.WI,DB3.REAL102,Float,1,R/W,1000,,,,,,,,,,,
Tank.UWBTP-02.CDBLVH,DB3.REAL498,Float,1,R/W,1000,,,,,,,,,,,
Tank.UWBTP-02.CDBLVL,DB3.REAL502,Float,1,R/W,1000,,,,,,,,,,,
Tank.UWBTP-02.DB,DB3.REAL506,Float,1,R/W,1000,,,,,,,,,,,
Tank.UWBTP-02.Dens,DB3.REAL510,Float,1,R/W,1000,,,,,,,,,,,
Tank.UWBTP-02.LI,DB3.REAL470,Float,1,R/W,1000,,,,,,,,,,,
Tank.UWBTP-02.Mode,DB3.WORD484,Word,1,R/W,1000,,,,,,,,,,,
Tank.UWBTP-02.OWSelect,DB3.X482.0,Boolean,1,R/W,1000,,,,,,,,,,,
Tank.UWBTP-02.PV,DB3.REAL490,Float,1,R/W,1000,,,,,,,,,,,
Tank.UWBTP-02.Ready,DB3.X482.1,Boolean,1,R/W,1000,,,,,,,,,,,
Tank.UWBTP-02.SP,DB3.REAL486,Float,1,R/W,1000,,,,,,,,,,,
Tank.UWBTP-02.SP_Ctrl,DB3.REAL522,Float,1,R/W,1000,,,,,,,,,,,
Tank.UWBTP-02.SPLVH,DB3.REAL514,Float,1,R/W,1000,,,,,,,,,,,
Tank.UWBTP-02.SPLVL,DB3.REAL518,Float,1,R/W,1000,,,,,,,,,,,
Tank.UWBTP-02.VI,DB3.REAL474,Float,1,R/W,1000,,,,,,,,,,,
Tank.UWBTP-02.Volume,DB3.REAL494,Float,1,R/W,1000,,,,,,,,,,,
Tank.UWBTP-02.WI,DB3.REAL478,Float,1,R/W,1000,,,,,,,,,,,
Tank.UWBTP-03.CDBLVH,DB3.REAL874,Float,1,R/W,1000,,,,,,,,,,,
Tank.UWBTP-03.CDBLVL,DB3.REAL878,Float,1,R/W,1000,,,,,,,,,,,
Tank.UWBTP-03.DB,DB3.REAL882,Float,1,R/W,1000,,,,,,,,,,,
Tank.UWBTP-03.Dens,DB3.REAL886,Float,1,R/W,1000,,,,,,,,,,,
Tank.UWBTP-03.LI,DB3.REAL846,Float,1,R/W,1000,,,,,,,,,,,
Tank.UWBTP-03.Mode,DB3.WORD860,Word,1,R/W,1000,,,,,,,,,,,
Tank.UWBTP-03.OWSelect,DB3.X858.0,Boolean,1,R/W,1000,,,,,,,,,,,
Tank.UWBTP-03.PV,DB3.REAL866,Float,1,R/W,1000,,,,,,,,,,,
Tank.UWBTP-03.Ready,DB3.X858.1,Boolean,1,R/W,1000,,,,,,,,,,,
Tank.UWBTP-03.SP,DB3.REAL862,Float,1,R/W,1000,,,,,,,,,,,
Tank.UWBTP-03.SP_Ctrl,DB3.REAL898,Float,1,R/W,1000,,,,,,,,,,,
Tank.UWBTP-03.SPLVH,DB3.REAL890,Float,1,R/W,1000,,,,,,,,,,,
Tank.UWBTP-03.SPLVL,DB3.REAL894,Float,1,R/W,1000,,,,,,,,,,,
Tank.UWBTP-03.VI,DB3.REAL850,Float,1,R/W,1000,,,,,,,,,,,
Tank.UWBTP-03.Volume,DB3.REAL870,Float,1,R/W,1000,,,,,,,,,,,
Tank.UWBTP-03.WI,DB3.REAL854,Float,1,R/W,1000,,,,,,,,,,,
Tank.UWBTP-04.CDBLVH,DB3.REAL1250,Float,1,R/W,1000,,,,,,,,,,,
Tank.UWBTP-04.CDBLVL,DB3.REAL1254,Float,1,R/W,1000,,,,,,,,,,,
Tank.UWBTP-04.DB,DB3.REAL1258,Float,1,R/W,1000,,,,,,,,,,,
Tank.UWBTP-04.Dens,DB3.REAL1262,Float,1,R/W,1000,,,,,,,,,,,
Tank.UWBTP-04.LI,DB3.REAL1222,Float,1,R/W,1000,,,,,,,,,,,
Tank.UWBTP-04.Mode,DB3.WORD1236,Word,1,R/W,1000,,,,,,,,,,,
Tank.UWBTP-04.OWSelect,DB3.X1234.0,Boolean,1,R/W,1000,,,,,,,,,,,
Tank.UWBTP-04.PV,DB3.REAL1242,Float,1,R/W,1000,,,,,,,,,,,
Tank.UWBTP-04.Ready,DB3.X1234.1,Boolean,1,R/W,1000,,,,,,,,,,,
Tank.UWBTP-04.SP,DB3.REAL1238,Float,1,R/W,1000,,,,,,,,,,,
Tank.UWBTP-04.SP_Ctrl,DB3.REAL1274,Float,1,R/W,1000,,,,,,,,,,,
Tank.UWBTP-04.SPLVH,DB3.REAL1266,Float,1,R/W,1000,,,,,,,,,,,
Tank.UWBTP-04.SPLVL,DB3.REAL1270,Float,1,R/W,1000,,,,,,,,,,,
Tank.UWBTP-04.VI,DB3.REAL1226,Float,1,R/W,1000,,,,,,,,,,,
Tank.UWBTP-04.Volume,DB3.REAL1246,Float,1,R/W,1000,,,,,,,,,,,
Tank.UWBTP-04.WI,DB3.REAL1230,Float,1,R/W,1000,,,,,,,,,,,
Tank.UWBTP-05.CDBLVH,DB3.REAL1626,Float,1,R/W,1000,,,,,,,,,,,
Tank.UWBTP-05.CDBLVL,DB3.REAL1630,Float,1,R/W,1000,,,,,,,,,,,
Tank.UWBTP-05.DB,DB3.REAL1634,Float,1,R/W,1000,,,,,,,,,,,
Tank.UWBTP-05.Dens,DB3.REAL1638,Float,1,R/W,1000,,,,,,,,,,,
Tank.UWBTP-05.LI,DB3.REAL1598,Float,1,R/W,1000,,,,,,,,,,,
Tank.UWBTP-05.Mode,DB3.WORD1612,Word,1,R/W,1000,,,,,,,,,,,
Tank.UWBTP-05.OWSelect,DB3.X1610.0,Boolean,1,R/W,1000,,,,,,,,,,,
Tank.UWBTP-05.PV,DB3.REAL1618,Float,1,R/W,1000,,,,,,,,,,,
Tank.UWBTP-05.Ready,DB3.X1610.1,Boolean,1,R/W,1000,,,,,,,,,,,
Tank.UWBTP-05.SP,DB3.REAL1614,Float,1,R/W,1000,,,,,,,,,,,
Tank.UWBTP-05.SP_Ctrl,DB3.REAL1650,Float,1,R/W,1000,,,,,,,,,,,
Tank.UWBTP-05.SPLVH,DB3.REAL1642,Float,1,R/W,1000,,,,,,,,,,,
Tank.UWBTP-05.SPLVL,DB3.REAL1646,Float,1,R/W,1000,,,,,,,,,,,
Tank.UWBTP-05.VI,DB3.REAL1602,Float,1,R/W,1000,,,,,,,,,,,
Tank.UWBTP-05.Volume,DB3.REAL1622,Float,1,R/W,1000,,,,,,,,,,,
Tank.UWBTP-05.WI,DB3.REAL1606,Float,1,R/W,1000,,,,,,,,,,,
Tank.UWBTP-10.CDBLVH,DB3.REAL2754,Float,1,R/W,1000,,,,,,,,,,,
Tank.UWBTP-10.CDBLVL,DB3.REAL2758,Float,1,R/W,1000,,,,,,,,,,,
Tank.UWBTP-10.DB,DB3.REAL2762,Float,1,R/W,1000,,,,,,,,,,,
Tank.UWBTP-10.Dens,DB3.REAL2766,Float,1,R/W,1000,,,,,,,,,,,
Tank.UWBTP-10.LI,DB3.REAL2726,Float,1,R/W,1000,,,,,,,,,,,
Tank.UWBTP-10.Mode,DB3.WORD2740,Word,1,R/W,1000,,,,,,,,,,,
Tank.UWBTP-10.OWSelect,DB3.X2738.0,Boolean,1,R/W,1000,,,,,,,,,,,
Tank.UWBTP-10.PV,DB3.REAL2746,Float,1,R/W,1000,,,,,,,,,,,
Tank.UWBTP-10.Ready,DB3.X2738.1,Boolean,1,R/W,1000,,,,,,,,,,,
Tank.UWBTP-10.SP,DB3.REAL2742,Float,1,R/W,1000,,,,,,,,,,,
Tank.UWBTP-10.SP_Ctrl,DB3.REAL2778,Float,1,R/W,1000,,,,,,,,,,,
Tank.UWBTP-10.SPLVH,DB3.REAL2770,Float,1,R/W,1000,,,,,,,,,,,
Tank.UWBTP-10.SPLVL,DB3.REAL2774,Float,1,R/W,1000,,,,,,,,,,,
Tank.UWBTP-10.VI,DB3.REAL2730,Float,1,R/W,1000,,,,,,,,,,,
Tank.UWBTP-10.Volume,DB3.REAL2750,Float,1,R/W,1000,,,,,,,,,,,
Tank.UWBTP-10.WI,DB3.REAL2734,Float,1,R/W,1000,,,,,,,,,,,
Tank.UWBTP-11.CDBLVH,DB3.REAL3130,Float,1,R/W,1000,,,,,,,,,,,
Tank.UWBTP-11.CDBLVL,DB3.REAL3134,Float,1,R/W,1000,,,,,,,,,,,
Tank.UWBTP-11.DB,DB3.REAL3138,Float,1,R/W,1000,,,,,,,,,,,
Tank.UWBTP-11.Dens,DB3.REAL3142,Float,1,R/W,1000,,,,,,,,,,,
Tank.UWBTP-11.LI,DB3.REAL3102,Float,1,R/W,1000,,,,,,,,,,,
Tank.UWBTP-11.Mode,DB3.WORD3116,Word,1,R/W,1000,,,,,,,,,,,
Tank.UWBTP-11.OWSelect,DB3.X3114.0,Boolean,1,R/W,1000,,,,,,,,,,,
Tank.UWBTP-11.PV,DB3.REAL3122,Float,1,R/W,1000,,,,,,,,,,,
Tank.UWBTP-11.Ready,DB3.X3114.1,Boolean,1,R/W,1000,,,,,,,,,,,
Tank.UWBTP-11.SP,DB3.REAL3118,Float,1,R/W,1000,,,,,,,,,,,
Tank.UWBTP-11.SP_Ctrl,DB3.REAL3154,Float,1,R/W,1000,,,,,,,,,,,
Tank.UWBTP-11.SPLVH,DB3.REAL3146,Float,1,R/W,1000,,,,,,,,,,,
Tank.UWBTP-11.SPLVL,DB3.REAL3150,Float,1,R/W,1000,,,,,,,,,,,
Tank.UWBTP-11.VI,DB3.REAL3106,Float,1,R/W,1000,,,,,,,,,,,
Tank.UWBTP-11.Volume,DB3.REAL3126,Float,1,R/W,1000,,,,,,,,,,,
Tank.UWBTP-11.WI,DB3.REAL3110,Float,1,R/W,1000,,,,,,,,,,,
Tank.UWBTP-12.CDBLVH,DB3.REAL3600,Float,1,R/W,1000,,,,,,,,,,,
Tank.UWBTP-12.CDBLVL,DB3.REAL3604,Float,1,R/W,1000,,,,,,,,,,,
Tank.UWBTP-12.DB,DB3.REAL3608,Float,1,R/W,1000,,,,,,,,,,,
Tank.UWBTP-12.Dens,DB3.REAL3612,Float,1,R/W,1000,,,,,,,,,,,
Tank.UWBTP-12.LI,DB3.REAL3572,Float,1,R/W,1000,,,,,,,,,,,
Tank.UWBTP-12.Mode,DB3.WORD3586,Word,1,R/W,1000,,,,,,,,,,,
Tank.UWBTP-12.OWSelect,DB3.X3584.0,Boolean,1,R/W,1000,,,,,,,,,,,
Tank.UWBTP-12.PV,DB3.REAL3592,Float,1,R/W,1000,,,,,,,,,,,
Tank.UWBTP-12.Ready,DB3.X3584.1,Boolean,1,R/W,1000,,,,,,,,,,,
Tank.UWBTP-12.SP,DB3.REAL3588,Float,1,R/W,1000,,,,,,,,,,,
Tank.UWBTP-12.SP_Ctrl,DB3.REAL3624,Float,1,R/W,1000,,,,,,,,,,,
Tank.UWBTP-12.SPLVH,DB3.REAL3616,Float,1,R/W,1000,,,,,,,,,,,
Tank.UWBTP-12.SPLVL,DB3.REAL3620,Float,1,R/W,1000,,,,,,,,,,,
Tank.UWBTP-12.VI,DB3.REAL3576,Float,1,R/W,1000,,,,,,,,,,,
Tank.UWBTP-12.Volume,DB3.REAL3596,Float,1,R/W,1000,,,,,,,,,,,
Tank.UWBTP-12.WI,DB3.REAL3580,Float,1,R/W,1000,,,,,,,,,,,
Tank.UWBTP-14.CDBLVH,DB3.REAL4164,Float,1,R/W,1000,,,,,,,,,,,
Tank.UWBTP-14.CDBLVL,DB3.REAL4168,Float,1,R/W,1000,,,,,,,,,,,
Tank.UWBTP-14.DB,DB3.REAL4172,Float,1,R/W,1000,,,,,,,,,,,
Tank.UWBTP-14.Dens,DB3.REAL4176,Float,1,R/W,1000,,,,,,,,,,,
Tank.UWBTP-14.LI,DB3.REAL4136,Float,1,R/W,1000,,,,,,,,,,,
Tank.UWBTP-14.Mode,DB3.WORD4150,Word,1,R/W,1000,,,,,,,,,,,
Tank.UWBTP-14.OWSelect,DB3.X4148.0,Boolean,1,R/W,1000,,,,,,,,,,,
Tank.UWBTP-14.PV,DB3.REAL4156,Float,1,R/W,1000,,,,,,,,,,,
Tank.UWBTP-14.Ready,DB3.X4148.1,Boolean,1,R/W,1000,,,,,,,,,,,
Tank.UWBTP-14.SP,DB3.REAL4152,Float,1,R/W,1000,,,,,,,,,,,
Tank.UWBTP-14.SP_Ctrl,DB3.REAL4188,Float,1,R/W,1000,,,,,,,,,,,
Tank.UWBTP-14.SPLVH,DB3.REAL4180,Float,1,R/W,1000,,,,,,,,,,,
Tank.UWBTP-14.SPLVL,DB3.REAL4184,Float,1,R/W,1000,,,,,,,,,,,
Tank.UWBTP-14.VI,DB3.REAL4140,Float,1,R/W,1000,,,,,,,,,,,
Tank.UWBTP-14.Volume,DB3.REAL4160,Float,1,R/W,1000,,,,,,,,,,,
Tank.UWBTP-14.WI,DB3.REAL4144,Float,1,R/W,1000,,,,,,,,,,,
Tank.UWBTS-02.CDBLVH,DB3.REAL592,Float,1,R/W,1000,,,,,,,,,,,
Tank.UWBTS-02.CDBLVL,DB3.REAL596,Float,1,R/W,1000,,,,,,,,,,,
Tank.UWBTS-02.DB,DB3.REAL600,Float,1,R/W,1000,,,,,,,,,,,
Tank.UWBTS-02.Dens,DB3.REAL604,Float,1,R/W,1000,,,,,,,,,,,
Tank.UWBTS-02.LI,DB3.REAL564,Float,1,R/W,1000,,,,,,,,,,,
Tank.UWBTS-02.Mode,DB3.WORD578,Word,1,R/W,1000,,,,,,,,,,,
Tank.UWBTS-02.OWSelect,DB3.X576.0,Boolean,1,R/W,1000,,,,,,,,,,,
Tank.UWBTS-02.PV,DB3.REAL584,Float,1,R/W,1000,,,,,,,,,,,
Tank.UWBTS-02.Ready,DB3.X576.1,Boolean,1,R/W,1000,,,,,,,,,,,
Tank.UWBTS-02.SP,DB3.REAL580,Float,1,R/W,1000,,,,,,,,,,,
Tank.UWBTS-02.SP_Ctrl,DB3.REAL616,Float,1,R/W,1000,,,,,,,,,,,
Tank.UWBTS-02.SPLVH,DB3.REAL608,Float,1,R/W,1000,,,,,,,,,,,
Tank.UWBTS-02.SPLVL,DB3.REAL612,Float,1,R/W,1000,,,,,,,,,,,
Tank.UWBTS-02.VI,DB3.REAL568,Float,1,R/W,1000,,,,,,,,,,,
Tank.UWBTS-02.Volume,DB3.REAL588,Float,1,R/W,1000,,,,,,,,,,,
Tank.UWBTS-02.WI,DB3.REAL572,Float,1,R/W,1000,,,,,,,,,,,
Tank.UWBTS-03.CDBLVH,DB3.REAL968,Float,1,R/W,1000,,,,,,,,,,,
Tank.UWBTS-03.CDBLVL,DB3.REAL972,Float,1,R/W,1000,,,,,,,,,,,
Tank.UWBTS-03.DB,DB3.REAL976,Float,1,R/W,1000,,,,,,,,,,,
Tank.UWBTS-03.Dens,DB3.REAL980,Float,1,R/W,1000,,,,,,,,,,,
Tank.UWBTS-03.LI,DB3.REAL940,Float,1,R/W,1000,,,,,,,,,,,
Tank.UWBTS-03.Mode,DB3.WORD954,Word,1,R/W,1000,,,,,,,,,,,
Tank.UWBTS-03.OWSelect,DB3.X952.0,Boolean,1,R/W,1000,,,,,,,,,,,
Tank.UWBTS-03.PV,DB3.REAL960,Float,1,R/W,1000,,,,,,,,,,,
