Tag Name,Address,Data Type,Respect Data Type,Client Access,Scan Rate,Scaling,Raw Low,Raw High,Scaled Low,Scaled High,Scaled Data Type,Clamp Low,Clamp High,Eng Units,Description,Negate Value
Tank.UWBTS-03.Ready,DB3.X952.1,Boolean,1,R/W,1000,,,,,,,,,,,
Tank.UWBTS-03.SP,DB3.REAL956,Float,1,R/W,1000,,,,,,,,,,,
Tank.UWBTS-03.SP_Ctrl,DB3.REAL992,Float,1,R/W,1000,,,,,,,,,,,
Tank.UWBTS-03.SPLVH,DB3.REAL984,Float,1,R/W,1000,,,,,,,,,,,
Tank.UWBTS-03.SPLVL,DB3.REAL988,Float,1,R/W,1000,,,,,,,,,,,
Tank.UWBTS-03.VI,DB3.REAL944,Float,1,R/W,1000,,,,,,,,,,,
Tank.UWBTS-03.Volume,DB3.REAL964,Float,1,R/W,1000,,,,,,,,,,,
Tank.UWBTS-03.WI,DB3.REAL948,Float,1,R/W,1000,,,,,,,,,,,
Tank.UWBTS-04.CDBLVH,DB3.REAL1344,Float,1,R/W,1000,,,,,,,,,,,
Tank.UWBTS-04.CDBLVL,DB3.REAL1348,Float,1,R/W,1000,,,,,,,,,,,
Tank.UWBTS-04.DB,DB3.REAL1352,Float,1,R/W,1000,,,,,,,,,,,
Tank.UWBTS-04.Dens,DB3.REAL1356,Float,1,R/W,1000,,,,,,,,,,,
Tank.UWBTS-04.LI,DB3.REAL1316,Float,1,R/W,1000,,,,,,,,,,,
Tank.UWBTS-04.Mode,DB3.WORD1330,Word,1,R/W,1000,,,,,,,,,,,
Tank.UWBTS-04.OWSelect,DB3.X1328.0,Boolean,1,R/W,1000,,,,,,,,,,,
Tank.UWBTS-04.PV,DB3.REAL1336,Float,1,R/W,1000,,,,,,,,,,,
Tank.UWBTS-04.Ready,DB3.X1328.1,Boolean,1,R/W,1000,,,,,,,,,,,
Tank.UWBTS-04.SP,DB3.REAL1332,Float,1,R/W,1000,,,,,,,,,,,
Tank.UWBTS-04.SP_Ctrl,DB3.REAL1368,Float,1,R/W,1000,,,,,,,,,,,
Tank.UWBTS-04.SPLVH,DB3.REAL1360,Float,1,R/W,1000,,,,,,,,,,,
Tank.UWBTS-04.SPLVL,DB3.REAL1364,Float,1,R/W,1000,,,,,,,,,,,
Tank.UWBTS-04.VI,DB3.REAL1320,Float,1,R/W,1000,,,,,,,,,,,
Tank.UWBTS-04.Volume,DB3.REAL1340,Float,1,R/W,1000,,,,,,,,,,,
Tank.UWBTS-04.WI,DB3.REAL1324,Float,1,R/W,1000,,,,,,,,,,,
Tank.UWBTS-05.CDBLVH,DB3.REAL1720,Float,1,R/W,1000,,,,,,,,,,,
Tank.UWBTS-05.CDBLVL,DB3.REAL1724,Float,1,R/W,1000,,,,,,,,,,,
Tank.UWBTS-05.DB,DB3.REAL1728,Float,1,R/W,1000,,,,,,,,,,,
Tank.UWBTS-05.Dens,DB3.REAL1732,Float,1,R/W,1000,,,,,,,,,,,
Tank.UWBTS-05.LI,DB3.REAL1692,Float,1,R/W,1000,,,,,,,,,,,
Tank.UWBTS-05.Mode,DB3.WORD1706,Word,1,R/W,1000,,,,,,,,,,,
Tank.UWBTS-05.OWSelect,DB3.1704.0,Boolean,1,R/W,1000,,,,,,,,,,,
Tank.UWBTS-05.PV,DB3.REAL1712,Float,1,R/W,1000,,,,,,,,,,,
Tank.UWBTS-05.Ready,DB3.1704.1,Boolean,1,R/W,1000,,,,,,,,,,,
Tank.UWBTS-05.SP,DB3.REAL1708,Float,1,R/W,1000,,,,,,,,,,,
Tank.UWBTS-05.SP_Ctrl,DB3.REAL1744,Float,1,R/W,1000,,,,,,,,,,,
Tank.UWBTS-05.SPLVH,DB3.REAL1736,Float,1,R/W,1000,,,,,,,,,,,
Tank.UWBTS-05.SPLVL,DB3.REAL1740,Float,1,R/W,1000,,,,,,,,,,,
Tank.UWBTS-05.VI,DB3.REAL1696,Float,1,R/W,1000,,,,,,,,,,,
Tank.UWBTS-05.Volume,DB3.REAL1716,Float,1,R/W,1000,,,,,,,,,,,
Tank.UWBTS-05.WI,DB3.REAL1700,Float,1,R/W,1000,,,,,,,,,,,
Tank.UWBTS-10.CDBLVH,DB3.REAL2848,Float,1,R/W,1000,,,,,,,,,,,
Tank.UWBTS-10.CDBLVL,DB3.REAL2852,Float,1,R/W,1000,,,,,,,,,,,
Tank.UWBTS-10.DB,DB3.REAL2856,Float,1,R/W,1000,,,,,,,,,,,
Tank.UWBTS-10.Dens,DB3.REAL2860,Float,1,R/W,1000,,,,,,,,,,,
Tank.UWBTS-10.LI,DB3.REAL2820,Float,1,R/W,1000,,,,,,,,,,,
Tank.UWBTS-10.Mode,DB3.WORD2834,Word,1,R/W,1000,,,,,,,,,,,
Tank.UWBTS-10.OWSelect,DB3.X2832.0,Boolean,1,R/W,1000,,,,,,,,,,,
Tank.UWBTS-10.PV,DB3.REAL2840,Float,1,R/W,1000,,,,,,,,,,,
Tank.UWBTS-10.Ready,DB3.X2832.1,Boolean,1,R/W,1000,,,,,,,,,,,
Tank.UWBTS-10.SP,DB3.REAL2836,Float,1,R/W,1000,,,,,,,,,,,
Tank.UWBTS-10.SP_Ctrl,DB3.REAL2872,Float,1,R/W,1000,,,,,,,,,,,
Tank.UWBTS-10.SPLVH,DB3.REAL2864,Float,1,R/W,1000,,,,,,,,,,,
Tank.UWBTS-10.SPLVL,DB3.REAL2868,Float,1,R/W,1000,,,,,,,,,,,
Tank.UWBTS-10.VI,DB3.REAL2824,Float,1,R/W,1000,,,,,,,,,,,
Tank.UWBTS-10.Volume,DB3.REAL2844,Float,1,R/W,1000,,,,,,,,,,,
Tank.UWBTS-10.WI,DB3.REAL2828,Float,1,R/W,1000,,,,,,,,,,,
Tank.UWBTS-11.CDBLVH,DB3.REAL3224,Float,1,R/W,1000,,,,,,,,,,,
Tank.UWBTS-11.CDBLVL,DB3.REAL3228,Float,1,R/W,1000,,,,,,,,,,,
Tank.UWBTS-11.DB,DB3.REAL3232,Float,1,R/W,1000,,,,,,,,,,,
Tank.UWBTS-11.Dens,DB3.REAL3236,Float,1,R/W,1000,,,,,,,,,,,
Tank.UWBTS-11.LI,DB3.REAL3196,Float,1,R/W,1000,,,,,,,,,,,
Tank.UWBTS-11.Mode,DB3.WORD3210,Word,1,R/W,1000,,,,,,,,,,,
Tank.UWBTS-11.OWSelect,DB3.X3208.0,Boolean,1,R/W,1000,,,,,,,,,,,
Tank.UWBTS-11.PV,DB3.REAL3216,Float,1,R/W,1000,,,,,,,,,,,
Tank.UWBTS-11.Ready,DB3.X3208.1,Boolean,1,R/W,1000,,,,,,,,,,,
Tank.UWBTS-11.SP,DB3.REAL3212,Float,1,R/W,1000,,,,,,,,,,,
Tank.UWBTS-11.SP_Ctrl,DB3.REAL3248,Float,1,R/W,1000,,,,,,,,,,,
Tank.UWBTS-11.SPLVH,DB3.REAL3240,Float,1,R/W,1000,,,,,,,,,,,
Tank.UWBTS-11.SPLVL,DB3.REAL3244,Float,1,R/W,1000,,,,,,,,,,,
Tank.UWBTS-11.VI,DB3.REAL3200,Float,1,R/W,1000,,,,,,,,,,,
Tank.UWBTS-11.Volume,DB3.REAL3220,Float,1,R/W,1000,,,,,,,,,,,
Tank.UWBTS-11.WI,DB3.REAL3204,Float,1,R/W,1000,,,,,,,,,,,
Tank.UWBTS-12.CDBLVH,DB3.REAL3694,Float,1,R/W,1000,,,,,,,,,,,
Tank.UWBTS-12.CDBLVL,DB3.REAL3698,Float,1,R/W,1000,,,,,,,,,,,
Tank.UWBTS-12.DB,DB3.REAL3702,Float,1,R/W,1000,,,,,,,,,,,
Tank.UWBTS-12.Dens,DB3.REAL3706,Float,1,R/W,1000,,,,,,,,,,,
Tank.UWBTS-12.LI,DB3.REAL3666,Float,1,R/W,1000,,,,,,,,,,,
Tank.UWBTS-12.Mode,DB3.WORD3680,Word,1,R/W,1000,,,,,,,,,,,
Tank.UWBTS-12.OWSelect,DB3.X3678.0,Boolean,1,R/W,1000,,,,,,,,,,,
Tank.UWBTS-12.PV,DB3.REAL3686,Float,1,R/W,1000,,,,,,,,,,,
Tank.UWBTS-12.Ready,DB3.X3678.1,Boolean,1,R/W,1000,,,,,,,,,,,
Tank.UWBTS-12.SP,DB3.REAL3682,Float,1,R/W,1000,,,,,,,,,,,
Tank.UWBTS-12.SP_Ctrl,DB3.REAL3718,Float,1,R/W,1000,,,,,,,,,,,
Tank.UWBTS-12.SPLVH,DB3.REAL3710,Float,1,R/W,1000,,,,,,,,,,,
Tank.UWBTS-12.SPLVL,DB3.REAL3714,Float,1,R/W,1000,,,,,,,,,,,
Tank.UWBTS-12.VI,DB3.REAL3670,Float,1,R/W,1000,,,,,,,,,,,
Tank.UWBTS-12.Volume,DB3.REAL3690,Float,1,R/W,1000,,,,,,,,,,,
Tank.UWBTS-12.WI,DB3.REAL3674,Float,1,R/W,1000,,,,,,,,,,,
Tank.UWBTS-14.CDBLVH,DB3.REAL4258,Float,1,R/W,1000,,,,,,,,,,,
Tank.UWBTS-14.CDBLVL,DB3.REAL4262,Float,1,R/W,1000,,,,,,,,,,,
Tank.UWBTS-14.DB,DB3.REAL4266,Float,1,R/W,1000,,,,,,,,,,,
Tank.UWBTS-14.Dens,DB3.REAL4270,Float,1,R/W,1000,,,,,,,,,,,
Tank.UWBTS-14.LI,DB3.REAL4230,Float,1,R/W,1000,,,,,,,,,,,
Tank.UWBTS-14.Mode,DB3.WORD4244,Word,1,R/W,1000,,,,,,,,,,,
Tank.UWBTS-14.OWSelect,DB3.X4242.0,Boolean,1,R/W,1000,,,,,,,,,,,
Tank.UWBTS-14.PV,DB3.REAL4250,Float,1,R/W,1000,,,,,,,,,,,
Tank.UWBTS-14.Ready,DB3.X4242.1,Boolean,1,R/W,1000,,,,,,,,,,,
Tank.UWBTS-14.SP,DB3.REAL4246,Float,1,R/W,1000,,,,,,,,,,,
Tank.UWBTS-14.SP_Ctrl,DB3.REAL4282,Float,1,R/W,1000,,,,,,,,,,,
Tank.UWBTS-14.SPLVH,DB3.REAL4274,Float,1,R/W,1000,,,,,,,,,,,
Tank.UWBTS-14.SPLVL,DB3.REAL4278,Float,1,R/W,1000,,,,,,,,,,,
Tank.UWBTS-14.VI,DB3.REAL4234,Float,1,R/W,1000,,,,,,,,,,,
Tank.UWBTS-14.Volume,DB3.REAL4254,Float,1,R/W,1000,,,,,,,,,,,
Tank.UWBTS-14.WI,DB3.REAL4238,Float,1,R/W,1000,,,,,,,,,,,
Tank.WBTC-09.CDBLVH,DB3.REAL4446,Float,1,R/W,1000,,,,,,,,,,,
Tank.WBTC-09.CDBLVL,DB3.REAL4450,Float,1,R/W,1000,,,,,,,,,,,
Tank.WBTC-09.DB,DB3.REAL4454,Float,1,R/W,1000,,,,,,,,,,,
Tank.WBTC-09.Dens,DB3.REAL4458,Float,1,R/W,1000,,,,,,,,,,,
Tank.WBTC-09.LI,DB3.REAL4418,Float,1,R/W,1000,,,,,,,,,,,
Tank.WBTC-09.Mode,DB3.WORD4432,Word,1,R/W,1000,,,,,,,,,,,
Tank.WBTC-09.OWSelect,DB3.X4430.0,Boolean,1,R/W,1000,,,,,,,,,,,
Tank.WBTC-09.PV,DB3.REAL4438,Float,1,R/W,1000,,,,,,,,,,,
Tank.WBTC-09.Ready,DB3.X4430.1,Boolean,1,R/W,1000,,,,,,,,,,,
Tank.WBTC-09.SP,DB3.REAL4434,Float,1,R/W,1000,,,,,,,,,,,
Tank.WBTC-09.SP_Ctrl,DB3.REAL4470,Float,1,R/W,1000,,,,,,,,,,,
Tank.WBTC-09.SPLVH,DB3.REAL4462,Float,1,R/W,1000,,,,,,,,,,,
Tank.WBTC-09.SPLVL,DB3.REAL4466,Float,1,R/W,1000,,,,,,,,,,,
Tank.WBTC-09.VI,DB3.REAL4422,Float,1,R/W,1000,,,,,,,,,,,
Tank.WBTC-09.Volume,DB3.REAL4442,Float,1,R/W,1000,,,,,,,,,,,
Tank.WBTC-09.WI,DB3.REAL4426,Float,1,R/W,1000,,,,,,,,,,,
Tank.WBTP-06.CDBLVH,DB3.REAL1814,Float,1,R/W,1000,,,,,,,,,,,
Tank.WBTP-06.CDBLVL,DB3.REAL1818,Float,1,R/W,1000,,,,,,,,,,,
Tank.WBTP-06.DB,DB3.REAL1822,Float,1,R/W,1000,,,,,,,,,,,
Tank.WBTP-06.Dens,DB3.REAL1826,Float,1,R/W,1000,,,,,,,,,,,
Tank.WBTP-06.LI,DB3.REAL1786,Float,1,R/W,1000,,,,,,,,,,,
Tank.WBTP-06.Mode,DB3.WORD1800,Word,1,R/W,1000,,,,,,,,,,,
Tank.WBTP-06.OWSelect,DB3.X1798.0,Boolean,1,R/W,1000,,,,,,,,,,,
Tank.WBTP-06.PV,DB3.REAL1806,Float,1,R/W,1000,,,,,,,,,,,
Tank.WBTP-06.Ready,DB3.X1798.1,Boolean,1,R/W,1000,,,,,,,,,,,
Tank.WBTP-06.SP,DB3.REAL1802,Float,1,R/W,1000,,,,,,,,,,,
Tank.WBTP-06.SP_Ctrl,DB3.REAL1838,Float,1,R/W,1000,,,,,,,,,,,
Tank.WBTP-06.SPLVH,DB3.REAL1830,Float,1,R/W,1000,,,,,,,,,,,
Tank.WBTP-06.SPLVL,DB3.REAL1834,Float,1,R/W,1000,,,,,,,,,,,
Tank.WBTP-06.VI,DB3.REAL1790,Float,1,R/W,1000,,,,,,,,,,,
Tank.WBTP-06.Volume,DB3.REAL1810,Float,1,R/W,1000,,,,,,,,,,,
Tank.WBTP-06.WI,DB3.REAL1794,Float,1,R/W,1000,,,,,,,,,,,
Tank.WBTP-07.CDBLVH,DB3.REAL2002,Float,1,R/W,1000,,,,,,,,,,,
Tank.WBTP-07.CDBLVL,DB3.REAL2006,Float,1,R/W,1000,,,,,,,,,,,
Tank.WBTP-07.DB,DB3.REAL2010,Float,1,R/W,1000,,,,,,,,,,,
Tank.WBTP-07.Dens,DB3.REAL2014,Float,1,R/W,1000,,,,,,,,,,,
Tank.WBTP-07.LI,DB3.REAL1974,Float,1,R/W,1000,,,,,,,,,,,
Tank.WBTP-07.Mode,DB3.WORD1988,Word,1,R/W,1000,,,,,,,,,,,
Tank.WBTP-07.OWSelect,DB3.X1986.0,Boolean,1,R/W,1000,,,,,,,,,,,
Tank.WBTP-07.PV,DB3.REAL1994,Float,1,R/W,1000,,,,,,,,,,,
Tank.WBTP-07.Ready,DB3.X1986.1,Boolean,1,R/W,1000,,,,,,,,,,,
Tank.WBTP-07.SP,DB3.REAL1990,Float,1,R/W,1000,,,,,,,,,,,
Tank.WBTP-07.SP_Ctrl,DB3.REAL2026,Float,1,R/W,1000,,,,,,,,,,,
Tank.WBTP-07.SPLVH,DB3.REAL2018,Float,1,R/W,1000,,,,,,,,,,,
Tank.WBTP-07.SPLVL,DB3.REAL2022,Float,1,R/W,1000,,,,,,,,,,,
Tank.WBTP-07.VI,DB3.REAL1978,Float,1,R/W,1000,,,,,,,,,,,
Tank.WBTP-07.Volume,DB3.REAL1998,Float,1,R/W,1000,,,,,,,,,,,
Tank.WBTP-07.WI,DB3.REAL1982,Float,1,R/W,1000,,,,,,,,,,,
Tank.WBTP-08.CDBLVH,DB3.REAL2190,Float,1,R/W,1000,,,,,,,,,,,
Tank.WBTP-08.CDBLVL,DB3.REAL2194,Float,1,R/W,1000,,,,,,,,,,,
Tank.WBTP-08.DB,DB3.REAL2198,Float,1,R/W,1000,,,,,,,,,,,
Tank.WBTP-08.Dens,DB3.REAL2202,Float,1,R/W,1000,,,,,,,,,,,
Tank.WBTP-08.LI,DB3.REAL2162,Float,1,R/W,1000,,,,,,,,,,,
Tank.WBTP-08.Mode,DB3.WORD2176,Word,1,R/W,1000,,,,,,,,,,,
Tank.WBTP-08.OWSelect,DB3.X2174.0,Boolean,1,R/W,1000,,,,,,,,,,,
Tank.WBTP-08.PV,DB3.REAL2182,Float,1,R/W,1000,,,,,,,,,,,
Tank.WBTP-08.Ready,DB3.X2174.1,Boolean,1,R/W,1000,,,,,,,,,,,
Tank.WBTP-08.SP,DB3.REAL2178,Float,1,R/W,1000,,,,,,,,,,,
Tank.WBTP-08.SP_Ctrl,DB3.REAL2214,Float,1,R/W,1000,,,,,,,,,,,
Tank.WBTP-08.SPLVH,DB3.REAL2206,Float,1,R/W,1000,,,,,,,,,,,
Tank.WBTP-08.SPLVL,DB3.REAL2210,Float,1,R/W,1000,,,,,,,,,,,
Tank.WBTP-08.VI,DB3.REAL2166,Float,1,R/W,1000,,,,,,,,,,,
Tank.WBTP-08.Volume,DB3.REAL2186,Float,1,R/W,1000,,,,,,,,,,,
Tank.WBTP-08.WI,DB3.REAL2170,Float,1,R/W,1000,,,,,,,,,,,
Tank.WBTP-09.CDBLVH,DB3.REAL2378,Float,1,R/W,1000,,,,,,,,,,,
Tank.WBTP-09.CDBLVL,DB3.REAL2382,Float,1,R/W,1000,,,,,,,,,,,
Tank.WBTP-09.DB,DB3.REAL2386,Float,1,R/W,1000,,,,,,,,,,,
Tank.WBTP-09.Dens,DB3.REAL2390,Float,1,R/W,1000,,,,,,,,,,,
Tank.WBTP-09.LI,DB3.REAL2350,Float,1,R/W,1000,,,,,,,,,,,
Tank.WBTP-09.Mode,DB3.WORD2364,Word,1,R/W,1000,,,,,,,,,,,
Tank.WBTP-09.OWSelect,DB3.X2362.0,Boolean,1,R/W,1000,,,,,,,,,,,
Tank.WBTP-09.PV,DB3.REAL2370,Float,1,R/W,1000,,,,,,,,,,,
Tank.WBTP-09.Ready,DB3.X2362.1,Boolean,1,R/W,1000,,,,,,,,,,,
Tank.WBTP-09.SP,DB3.REAL2366,Float,1,R/W,1000,,,,,,,,,,,
Tank.WBTP-09.SP_Ctrl,DB3.REAL2402,Float,1,R/W,1000,,,,,,,,,,,
Tank.WBTP-09.SPLVH,DB3.REAL2394,Float,1,R/W,1000,,,,,,,,,,,
Tank.WBTP-09.SPLVL,DB3.REAL2398,Float,1,R/W,1000,,,,,,,,,,,
Tank.WBTP-09.VI,DB3.REAL2354,Float,1,R/W,1000,,,,,,,,,,,
Tank.WBTP-09.Volume,DB3.REAL2374,Float,1,R/W,1000,,,,,,,,,,,
Tank.WBTP-09.WI,DB3.REAL2358,Float,1,R/W,1000,,,,,,,,,,,
Tank.WBTP-13.CDBLVH,DB3.REAL3788,Float,1,R/W,1000,,,,,,,,,,,
Tank.WBTP-13.CDBLVL,DB3.REAL3792,Float,1,R/W,1000,,,,,,,,,,,
Tank.WBTP-13.DB,DB3.REAL3796,Float,1,R/W,1000,,,,,,,,,,,
Tank.WBTP-13.Dens,DB3.REAL3800,Float,1,R/W,1000,,,,,,,,,,,
Tank.WBTP-13.LI,DB3.REAL3760,Float,1,R/W,1000,,,,,,,,,,,
Tank.WBTP-13.Mode,DB3.WORD3774,Word,1,R/W,1000,,,,,,,,,,,
Tank.WBTP-13.OWSelect,DB3.X3772.0,Boolean,1,R/W,1000,,,,,,,,,,,
Tank.WBTP-13.PV,DB3.REAL3780,Float,1,R/W,1000,,,,,,,,,,,
Tank.WBTP-13.Ready,DB3.X3772.1,Boolean,1,R/W,1000,,,,,,,,,,,
Tank.WBTP-13.SP,DB3.REAL3776,Float,1,R/W,1000,,,,,,,,,,,
Tank.WBTP-13.SP_Ctrl,DB3.REAL3812,Float,1,R/W,1000,,,,,,,,,,,
Tank.WBTP-13.SPLVH,DB3.REAL3804,Float,1,R/W,1000,,,,,,,,,,,
Tank.WBTP-13.SPLVL,DB3.REAL3808,Float,1,R/W,1000,,,,,,,,,,,
Tank.WBTP-13.VI,DB3.REAL3764,Float,1,R/W,1000,,,,,,,,,,,
Tank.WBTP-13.Volume,DB3.REAL3784,Float,1,R/W,1000,,,,,,,,,,,
Tank.WBTP-13.WI,DB3.REAL3768,Float,1,R/W,1000,,,,,,,,,,,
Tank.WBTS-06.CDBLVH,DB3.REAL1908,Float,1,R/W,1000,,,,,,,,,,,
Tank.WBTS-06.CDBLVL,DB3.REAL1912,Float,1,R/W,1000,,,,,,,,,,,
Tank.WBTS-06.DB,DB3.REAL1916,Float,1,R/W,1000,,,,,,,,,,,
Tank.WBTS-06.Dens,DB3.REAL1920,Float,1,R/W,1000,,,,,,,,,,,
Tank.WBTS-06.LI,DB3.REAL1880,Float,1,R/W,1000,,,,,,,,,,,
Tank.WBTS-06.Mode,DB3.WORD1894,Word,1,R/W,1000,,,,,,,,,,,
Tank.WBTS-06.OWSelect,DB3.X1892.0,Boolean,1,R/W,1000,,,,,,,,,,,
Tank.WBTS-06.PV,DB3.REAL1900,Float,1,R/W,1000,,,,,,,,,,,
Tank.WBTS-06.Ready,DB3.X1892.1,Boolean,1,R/W,1000,,,,,,,,,,,
Tank.WBTS-06.SP,DB3.REAL1896,Float,1,R/W,1000,,,,,,,,,,,
Tank.WBTS-06.SP_Ctrl,DB3.REAL1932,Float,1,R/W,1000,,,,,,,,,,,
Tank.WBTS-06.SPLVH,DB3.REAL1924,Float,1,R/W,1000,,,,,,,,,,,
Tank.WBTS-06.SPLVL,DB3.REAL1928,Float,1,R/W,1000,,,,,,,,,,,
Tank.WBTS-06.VI,DB3.REAL1884,Float,1,R/W,1000,,,,,,,,,,,
Tank.WBTS-06.Volume,DB3.REAL1904,Float,1,R/W,1000,,,,,,,,,,,
Tank.WBTS-06.WI,DB3.REAL1888,Float,1,R/W,1000,,,,,,,,,,,
Tank.WBTS-07.CDBLVH,DB3.REAL2096,Float,1,R/W,1000,,,,,,,,,,,
Tank.WBTS-07.CDBLVL,DB3.REAL2100,Float,1,R/W,1000,,,,,,,,,,,
Tank.WBTS-07.DB,DB3.REAL2104,Float,1,R/W,1000,,,,,,,,,,,
Tank.WBTS-07.Dens,DB3.REAL2108,Float,1,R/W,1000,,,,,,,,,,,
Tank.WBTS-07.LI,DB3.REAL2068,Float,1,R/W,1000,,,,,,,,,,,
Tank.WBTS-07.Mode,DB3.WORD2082,Word,1,R/W,1000,,,,,,,,,,,
Tank.WBTS-07.OWSelect,DB3.X2080.0,Boolean,1,R/W,1000,,,,,,,,,,,
Tank.WBTS-07.PV,DB3.REAL2088,Float,1,R/W,1000,,,,,,,,,,,
Tank.WBTS-07.Ready,DB3.X2080.1,Boolean,1,R/W,1000,,,,,,,,,,,
Tank.WBTS-07.SP,DB3.REAL2084,Float,1,R/W,1000,,,,,,,,,,,
Tank.WBTS-07.SP_Ctrl,DB3.REAL2120,Float,1,R/W,1000,,,,,,,,,,,
Tank.WBTS-07.SPLVH,DB3.REAL2112,Float,1,R/W,1000,,,,,,,,,,,
Tank.WBTS-07.SPLVL,DB3.REAL2116,Float,1,R/W,1000,,,,,,,,,,,
Tank.WBTS-07.VI,DB3.REAL2072,Float,1,R/W,1000,,,,,,,,,,,
Tank.WBTS-07.Volume,DB3.REAL2092,Float,1,R/W,1000,,,,,,,,,,,
Tank.WBTS-07.WI,DB3.REAL2076,Float,1,R/W,1000,,,,,,,,,,,
Tank.WBTS-08.CDBLVH,DB3.REAL2284,Float,1,R/W,1000,,,,,,,,,,,
Tank.WBTS-08.CDBLVL,DB3.REAL2288,Float,1,R/W,1000,,,,,,,,,,,
Tank.WBTS-08.DB,DB3.REAL2292,Float,1,R/W,1000,,,,,,,,,,,
Tank.WBTS-08.Dens,DB3.REAL2296,Float,1,R/W,1000,,,,,,,,,,,
Tank.WBTS-08.LI,DB3.REAL2256,Float,1,R/W,1000,,,,,,,,,,,
Tank.WBTS-08.Mode,DB3.WORD2270,Word,1,R/W,1000,,,,,,,,,,,
Tank.WBTS-08.OWSelect,DB3.X2268.0,Boolean,1,R/W,1000,,,,,,,,,,,
Tank.WBTS-08.PV,DB3.REAL2276,Float,1,R/W,1000,,,,,,,,,,,
Tank.WBTS-08.Ready,DB3.X2268.1,Boolean,1,R/W,1000,,,,,,,,,,,
Tank.WBTS-08.SP,DB3.REAL2272,Float,1,R/W,1000,,,,,,,,,,,
Tank.WBTS-08.SP_Ctrl,DB3.REAL2308,Float,1,R/W,1000,,,,,,,,,,,
Tank.WBTS-08.SPLVH,DB3.REAL2300,Float,1,R/W,1000,,,,,,,,,,,
Tank.WBTS-08.SPLVL,DB3.REAL2304,Float,1,R/W,1000,,,,,,,,,,,
Tank.WBTS-08.VI,DB3.REAL2260,Float,1,R/W,1000,,,,,,,,,,,
Tank.WBTS-08.Volume,DB3.REAL2280,Float,1,R/W,1000,,,,,,,,,,,
Tank.WBTS-08.WI,DB3.REAL2264,Float,1,R/W,1000,,,,,,,,,,,
Tank.WBTS-09.CDBLVH,DB3.REAL2472,Float,1,R/W,1000,,,,,,,,,,,
Tank.WBTS-09.CDBLVL,DB3.REAL2476,Float,1,R/W,1000,,,,,,,,,,,
Tank.WBTS-09.DB,DB3.REAL2480,Float,1,R/W,1000,,,,,,,,,,,
Tank.WBTS-09.Dens,DB3.REAL2484,Float,1,R/W,1000,,,,,,,,,,,
Tank.WBTS-09.LI,DB3.REAL2444,Float,1,R/W,1000,,,,,,,,,,,
Tank.WBTS-09.Mode,DB3.WORD2458,Word,1,R/W,1000,,,,,,,,,,,
Tank.WBTS-09.OWSelect,DB3.X2456.0,Boolean,1,R/W,1000,,,,,,,,,,,
Tank.WBTS-09.PV,DB3.REAL2464,Float,1,R/W,1000,,,,,,,,,,,
Tank.WBTS-09.Ready,DB3.X2456.1,Boolean,1,R/W,1000,,,,,,,,,,,
Tank.WBTS-09.SP,DB3.REAL2460,Float,1,R/W,1000,,,,,,,,,,,
Tank.WBTS-09.SP_Ctrl,DB3.REAL2496,Float,1,R/W,1000,,,,,,,,,,,
Tank.WBTS-09.SPLVH,DB3.REAL2488,Float,1,R/W,1000,,,,,,,,,,,
Tank.WBTS-09.SPLVL,DB3.REAL2492,Float,1,R/W,1000,,,,,,,,,,,
Tank.WBTS-09.VI,DB3.REAL2448,Float,1,R/W,1000,,,,,,,,,,,
Tank.WBTS-09.Volume,DB3.REAL2468,Float,1,R/W,1000,,,,,,,,,,,
Tank.WBTS-09.WI,DB3.REAL2452,Float,1,R/W,1000,,,,,,,,,,,
Tank.WBTS-13.CDBLVH,DB3.REAL3882,Float,1,R/W,1000,,,,,,,,,,,
Tank.WBTS-13.CDBLVL,DB3.REAL3886,Float,1,R/W,1000,,,,,,,,,,,
Tank.WBTS-13.DB,DB3.REAL3890,Float,1,R/W,1000,,,,,,,,,,,
Tank.WBTS-13.Dens,DB3.REAL3894,Float,1,R/W,1000,,,,,,,,,,,
Tank.WBTS-13.LI,DB3.REAL3854,Float,1,R/W,1000,,,,,,,,,,,
Tank.WBTS-13.Mode,DB3.WORD3868,Word,1,R/W,1000,,,,,,,,,,,
Tank.WBTS-13.OWSelect,DB3.X3866.0,Boolean,1,R/W,1000,,,,,,,,,,,
Tank.WBTS-13.PV,DB3.REAL3874,Float,1,R/W,1000,,,,,,,,,,,
Tank.WBTS-13.Ready,DB3.X3866.1,Boolean,1,R/W,1000,,,,,,,,,,,
Tank.WBTS-13.SP,DB3.REAL3870,Float,1,R/W,1000,,,,,,,,,,,
Tank.WBTS-13.SP_Ctrl,DB3.REAL3906,Float,1,R/W,1000,,,,,,,,,,,
Tank.WBTS-13.SPLVH,DB3.REAL3898,Float,1,R/W,1000,,,,,,,,,,,
Tank.WBTS-13.SPLVL,DB3.REAL3902,Float,1,R/W,1000,,,,,,,,,,,
Tank.WBTS-13.VI,DB3.REAL3858,Float,1,R/W,1000,,,,,,,,,,,
Tank.WBTS-13.Volume,DB3.REAL3878,Float,1,R/W,1000,,,,,,,,,,,
Tank.WBTS-13.WI,DB3.REAL3862,Float,1,R/W,1000,,,,,,,,,,,
Valve.701HV.Error,DB265.WORD18,Word,1,R/W,1000,,,,,,,,,,,
Valve.701HV.MMV,DB265.WORD12,Word,1,R/W,1000,Linear,0,10000,0,100,Word,0,0,,,0
